age,capital-gain,capital-loss,hours-per-week,income,new_workclass,new_education,new_marital_status,new_occupation
48,0,0,40,>50K,Private,HS-grad,Married-civ-spouse,Prof-specialty
39,0,2415,99,>50K,Private,Some-college,Married-civ-spouse,Farming-fishing
59,0,0,40,<=50K,Private,7th-8th,Divorced,Transport-moving
19,0,0,38,<=50K,Private,Some-college,Never-married,Sales
40,0,0,40,>50K,Private,Some-college,Married-civ-spouse,Machine-op-inspct
63,0,0,50,<=50K,Self-emp-inc,10th,Married-civ-spouse,Farming-fishing
44,0,0,10,<=50K,Private,Some-college,Divorced,Prof-specialty
46,0,0,40,<=50K,Private,Some-college,Divorced,Sales
22,0,0,40,<=50K,Private,10th,Never-married,Machine-op-inspct
36,0,1669,45,<=50K,Private,Assoc-acdm,Never-married,Prof-specialty
57,0,0,40,>50K,Private,Some-college,Married-civ-spouse,Craft-repair
58,0,0,25,<=50K,Private,HS-grad,Never-married,Other-service
25,0,0,28,<=50K,Private,Bachelors,Never-married,Prof-specialty
59,3103,0,35,>50K,Private,Some-college,Married-civ-spouse,Transport-moving
36,0,0,45,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair
29,0,0,45,<=50K,Private,Masters,Married-civ-spouse,Exec-managerial
49,6497,0,45,<=50K,Self-emp-inc,Bachelors,Divorced,Prof-specialty
42,0,0,55,>50K,Private,Assoc-acdm,Married-civ-spouse,Sales
43,0,0,17,<=50K,Local-gov,Some-college,Married-civ-spouse,Transport-moving
46,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Exec-managerial
43,0,0,12,<=50K,Local-gov,Some-college,Never-married,Exec-managerial
40,0,0,40,<=50K,Private,Assoc-acdm,Divorced,Transport-moving
43,0,0,40,<=50K,Private,12th,Married-civ-spouse,Transport-moving
48,0,0,32,<=50K,Private,HS-grad,Widowed,Adm-clerical
26,0,0,28,<=50K,Private,HS-grad,Never-married,Handlers-cleaners
30,0,0,35,<=50K,Private,Assoc-voc,Married-civ-spouse,Adm-clerical
58,0,1887,40,>50K,Private,Some-college,Married-civ-spouse,Sales
43,0,0,40,<=50K,Private,HS-grad,Divorced,Farming-fishing
53,0,0,40,<=50K,Local-gov,HS-grad,Married-civ-spouse,Other-service
74,0,0,16,<=50K,State-gov,Some-college,Separated,Sales
64,0,0,8,<=50K,Private,Some-college,Widowed,Prof-specialty
45,0,0,40,>50K,Private,Bachelors,Married-civ-spouse,Prof-specialty
32,0,0,10,<=50K,State-gov,5th-6th,Never-married,Machine-op-inspct
23,0,0,40,<=50K,Private,10th,Never-married,Prof-specialty
38,0,0,40,>50K,Private,Some-college,Married-civ-spouse,Sales
42,0,0,40,>50K,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales
24,1151,0,40,<=50K,Local-gov,Some-college,Never-married,Protective-serv
63,0,0,35,<=50K,Private,HS-grad,Married-civ-spouse,Sales
25,0,0,35,<=50K,Local-gov,Some-college,Never-married,Adm-clerical
37,0,0,40,<=50K,Private,Some-college,Married-civ-spouse,Craft-repair
28,0,0,40,<=50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair
31,0,0,40,<=50K,Private,Some-college,Married-civ-spouse,Other-service
46,99999,0,50,>50K,Private,Prof-school,Married-civ-spouse,Prof-specialty
44,0,0,44,>50K,Private,Bachelors,Divorced,Sales
42,0,0,40,>50K,Local-gov,Masters,Never-married,Prof-specialty
45,0,0,40,>50K,Private,Doctorate,Separated,Exec-managerial
52,0,0,60,<=50K,Private,Bachelors,Divorced,Sales
40,0,0,40,>50K,Private,Bachelors,Married-civ-spouse,Exec-managerial
26,0,0,40,<=50K,Private,HS-grad,Never-married,Sales
55,0,0,40,<=50K,Private,Bachelors,Separated,Craft-repair
17,0,0,14,<=50K,Private,10th,Never-married,Other-service
27,0,0,40,<=50K,Private,Some-college,Married-civ-spouse,Other-service
71,20051,0,50,>50K,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial
35,0,0,50,<=50K,Private,Bachelors,Married-civ-spouse,Prof-specialty
17,0,0,16,<=50K,Private,10th,Never-married,Other-service
26,0,0,52,>50K,Private,HS-grad,Married-civ-spouse,Transport-moving
22,0,0,35,<=50K,Private,Some-college,Never-married,Machine-op-inspct
51,0,0,60,>50K,Private,Bachelors,Married-civ-spouse,Exec-managerial
33,0,0,40,<=50K,Private,Some-college,Married-civ-spouse,Craft-repair
41,0,0,50,>50K,Local-gov,Assoc-acdm,Married-civ-spouse,Exec-managerial
50,0,0,50,>50K,Private,Masters,Married-civ-spouse,Exec-managerial
26,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Adm-clerical
21,0,0,40,<=50K,Private,HS-grad,Never-married,Handlers-cleaners
53,0,0,40,>50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct
32,0,0,40,>50K,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial
19,0,0,20,<=50K,Private,Some-college,Never-married,Sales
22,0,0,35,<=50K,Private,Bachelors,Never-married,Adm-clerical
58,15024,0,60,>50K,Private,HS-grad,Married-civ-spouse,Exec-managerial
47,0,0,60,>50K,Federal-gov,Bachelors,Married-spouse-absent,Exec-managerial
51,0,0,45,>50K,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial
42,0,0,48,>50K,State-gov,Bachelors,Married-civ-spouse,Exec-managerial
28,0,0,40,<=50K,Private,Bachelors,Never-married,Exec-managerial
29,0,0,35,<=50K,Private,HS-grad,Married-civ-spouse,Adm-clerical
50,0,0,50,>50K,Private,HS-grad,Married-civ-spouse,Exec-managerial
22,0,0,30,<=50K,Private,Some-college,Never-married,Other-service
47,0,0,45,<=50K,Self-emp-not-inc,Some-college,Divorced,Other-service
60,0,0,27,<=50K,Private,Some-college,Widowed,Sales
46,7298,0,40,>50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales
58,0,0,60,>50K,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty
62,0,0,40,<=50K,Private,Some-college,Widowed,Adm-clerical
47,0,0,40,>50K,Private,Masters,Married-civ-spouse,Prof-specialty
59,0,0,40,<=50K,Private,HS-grad,Widowed,Machine-op-inspct
41,0,0,40,<=50K,Private,HS-grad,Separated,Other-service
31,0,0,37,<=50K,Private,HS-grad,Married-civ-spouse,Adm-clerical
18,0,0,40,<=50K,Private,HS-grad,Never-married,Adm-clerical
64,0,0,50,<=50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair
51,0,0,65,<=50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving
47,0,0,35,<=50K,Self-emp-not-inc,Bachelors,Never-married,Sales
68,0,0,35,>50K,Private,Bachelors,Widowed,Sales
32,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Other-service
39,0,0,43,<=50K,Private,9th,Married-civ-spouse,Handlers-cleaners
37,0,0,48,<=50K,Private,Assoc-acdm,Divorced,Exec-managerial
29,0,0,40,<=50K,Private,HS-grad,Never-married,Other-service
44,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Farming-fishing
46,0,0,40,>50K,Private,Prof-school,Married-civ-spouse,Prof-specialty
40,0,0,40,>50K,Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair
19,0,0,35,<=50K,Private,HS-grad,Never-married,Prof-specialty
65,2414,0,30,<=50K,Private,HS-grad,Married-civ-spouse,Prof-specialty
52,0,0,40,>50K,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical
40,0,0,40,>50K,Private,Bachelors,Married-civ-spouse,Exec-managerial
61,0,0,40,<=50K,Private,9th,Divorced,Other-service
30,0,0,50,<=50K,Private,HS-grad,Married-civ-spouse,Exec-managerial
61,0,0,40,<=50K,Self-emp-not-inc,11th,Married-civ-spouse,Other-service
33,0,0,84,>50K,Private,Assoc-voc,Married-civ-spouse,Transport-moving
32,0,0,65,>50K,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty
32,0,0,40,<=50K,Private,Assoc-acdm,Never-married,Adm-clerical
32,0,0,35,>50K,Self-emp-not-inc,Bachelors,Divorced,Prof-specialty
37,0,0,40,<=50K,Private,HS-grad,Divorced,Sales
53,0,0,45,<=50K,Private,11th,Married-civ-spouse,Craft-repair
51,0,0,40,>50K,Self-emp-inc,Masters,Married-civ-spouse,Sales
29,0,0,45,<=50K,Private,Assoc-voc,Never-married,Sales
48,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct
69,15831,0,40,>50K,Private,HS-grad,Never-married,Transport-moving
28,0,0,40,<=50K,Private,Masters,Never-married,Tech-support
55,0,0,40,>50K,Local-gov,Bachelors,Widowed,Prof-specialty
45,15024,0,40,>50K,Private,Assoc-voc,Married-civ-spouse,Craft-repair
18,0,0,20,<=50K,Private,Some-college,Never-married,Other-service
60,0,0,40,<=50K,Private,7th-8th,Married-civ-spouse,Craft-repair
38,0,0,40,<=50K,Private,HS-grad,Divorced,Machine-op-inspct
19,0,0,10,<=50K,Private,Some-college,Never-married,Adm-clerical
18,0,0,25,<=50K,Private,11th,Never-married,Craft-repair
33,0,0,40,<=50K,Private,Some-college,Married-civ-spouse,Other-service
33,0,0,40,<=50K,Private,Some-college,Divorced,Tech-support
29,0,0,45,<=50K,Private,Masters,Never-married,Prof-specialty
37,0,0,45,<=50K,Private,Some-college,Married-civ-spouse,Sales
50,0,0,50,>50K,Private,HS-grad,Married-civ-spouse,Transport-moving
19,0,0,10,<=50K,Private,Some-college,Never-married,Prof-specialty
28,0,2238,35,<=50K,Private,10th,Widowed,Adm-clerical
43,0,0,7,>50K,Private,Bachelors,Married-civ-spouse,Prof-specialty
23,0,0,35,<=50K,Private,Some-college,Never-married,Other-service
47,0,0,40,<=50K,Private,7th-8th,Married-civ-spouse,Craft-repair
21,0,0,35,<=50K,Private,Some-college,Never-married,Tech-support
19,0,0,12,<=50K,Private,Some-college,Never-married,Other-service
47,0,0,50,>50K,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty
36,0,0,40,>50K,Federal-gov,Masters,Married-civ-spouse,Prof-specialty
62,0,2415,60,>50K,Self-emp-inc,Bachelors,Married-civ-spouse,Farming-fishing
65,0,0,40,>50K,Private,HS-grad,Married-civ-spouse,Tech-support
46,0,1902,45,>50K,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty
35,6849,0,40,<=50K,Private,11th,Never-married,Craft-repair
50,0,0,40,<=50K,Private,9th,Married-civ-spouse,Machine-op-inspct
20,0,0,6,<=50K,Private,Some-college,Never-married,Sales
17,0,0,16,<=50K,Private,11th,Never-married,Adm-clerical
33,0,1740,40,<=50K,Private,Some-college,Married-civ-spouse,Craft-repair
57,0,0,40,<=50K,Private,Some-college,Divorced,Prof-specialty
53,0,0,50,<=50K,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty
47,0,0,40,>50K,Self-emp-inc,Bachelors,Married-civ-spouse,Sales
62,0,0,35,<=50K,Self-emp-inc,Masters,Married-civ-spouse,Sales
35,0,0,40,<=50K,Private,HS-grad,Divorced,Other-service
27,0,0,43,<=50K,Private,Bachelors,Never-married,Adm-clerical
23,0,0,50,<=50K,Private,HS-grad,Never-married,Tech-support
27,0,1504,45,<=50K,Private,Masters,Never-married,Prof-specialty
39,0,0,40,<=50K,Private,Assoc-voc,Divorced,Adm-clerical
25,0,0,38,<=50K,Private,Bachelors,Married-civ-spouse,Adm-clerical
24,0,0,20,<=50K,Private,Some-college,Never-married,Exec-managerial
23,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Other-service
29,0,0,35,>50K,Private,Bachelors,Married-civ-spouse,Prof-specialty
30,0,0,38,<=50K,Private,Bachelors,Married-civ-spouse,Prof-specialty
34,0,0,45,<=50K,Private,HS-grad,Separated,Craft-repair
32,0,0,40,<=50K,Private,10th,Separated,Craft-repair
18,0,1602,23,<=50K,Private,11th,Never-married,Other-service
20,0,0,35,<=50K,Private,Assoc-voc,Never-married,Sales
38,0,0,45,>50K,State-gov,Bachelors,Married-civ-spouse,Prof-specialty
18,0,0,20,<=50K,Private,12th,Never-married,Other-service
41,0,0,40,<=50K,Private,9th,Married-civ-spouse,Craft-repair
21,0,0,50,<=50K,Private,Assoc-voc,Never-married,Other-service
36,0,0,48,>50K,State-gov,HS-grad,Married-civ-spouse,Protective-serv
61,0,0,30,<=50K,Private,Some-college,Divorced,Other-service
30,0,0,48,<=50K,Private,Some-college,Married-civ-spouse,Machine-op-inspct
26,0,0,40,>50K,Private,Some-college,Married-civ-spouse,Adm-clerical
27,0,0,40,>50K,Private,Bachelors,Married-civ-spouse,Tech-support
45,0,0,45,>50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct
47,0,0,38,<=50K,Private,HS-grad,Divorced,Adm-clerical
19,0,0,10,<=50K,Private,Some-college,Never-married,Adm-clerical
29,0,0,55,<=50K,Private,HS-grad,Never-married,Adm-clerical
51,0,0,70,>50K,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial
34,0,0,60,<=50K,Local-gov,Assoc-acdm,Married-civ-spouse,Prof-specialty
42,3908,0,45,<=50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales
26,0,0,40,<=50K,Private,5th-6th,Never-married,Farming-fishing
20,0,0,15,<=50K,State-gov,Some-college,Never-married,Handlers-cleaners
43,0,0,50,>50K,Private,Assoc-acdm,Never-married,Prof-specialty
20,0,0,20,<=50K,Private,Some-college,Never-married,Other-service
27,0,0,50,<=50K,Private,HS-grad,Married-civ-spouse,Exec-managerial
46,0,0,40,>50K,Federal-gov,Some-college,Married-civ-spouse,Craft-repair
39,0,0,40,<=50K,Private,HS-grad,Never-married,Transport-moving
33,0,0,49,<=50K,Private,Some-college,Never-married,Adm-clerical
42,0,0,32,<=50K,Private,Assoc-voc,Married-civ-spouse,Adm-clerical
23,0,0,25,<=50K,Private,HS-grad,Never-married,Adm-clerical
29,0,0,42,>50K,Private,Bachelors,Married-civ-spouse,Exec-managerial
27,0,0,60,<=50K,Private,HS-grad,Never-married,Transport-moving
43,0,0,35,<=50K,Self-emp-not-inc,HS-grad,Divorced,Craft-repair
23,0,0,40,<=50K,Private,Some-college,Never-married,Handlers-cleaners
40,0,0,44,<=50K,Local-gov,Masters,Divorced,Prof-specialty
35,0,0,61,>50K,Local-gov,Some-college,Married-civ-spouse,Protective-serv
30,0,0,40,<=50K,Private,HS-grad,Never-married,Sales
59,0,0,40,<=50K,Private,11th,Married-civ-spouse,Transport-moving
65,2290,0,40,<=50K,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial
28,0,0,60,<=50K,Private,Masters,Married-civ-spouse,Prof-specialty
79,0,0,40,<=50K,Private,Bachelors,Married-civ-spouse,Sales
43,0,0,35,>50K,Local-gov,Masters,Married-civ-spouse,Prof-specialty
54,0,0,40,<=50K,Private,7th-8th,Married-civ-spouse,Machine-op-inspct
27,0,0,62,<=50K,Private,HS-grad,Married-civ-spouse,Handlers-cleaners
30,15024,0,35,>50K,Private,Bachelors,Married-civ-spouse,Prof-specialty
22,0,0,15,<=50K,Private,Bachelors,Never-married,Prof-specialty
34,0,0,65,<=50K,Private,HS-grad,Married-spouse-absent,Other-service
18,0,0,3,<=50K,Private,11th,Never-married,Prof-specialty
40,0,1977,15,>50K,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Prof-specialty
28,4508,0,40,<=50K,Private,9th,Married-civ-spouse,Sales
18,0,0,40,<=50K,Private,HS-grad,Never-married,Adm-clerical
46,0,0,40,<=50K,Private,Some-college,Married-civ-spouse,Craft-repair
23,0,0,35,<=50K,Private,HS-grad,Never-married,Adm-clerical
77,0,0,6,<=50K,Private,Some-college,Married-civ-spouse,Prof-specialty
41,0,1848,40,>50K,Federal-gov,Masters,Married-civ-spouse,Exec-managerial
48,0,0,50,>50K,Private,Some-college,Divorced,Exec-managerial
29,0,0,50,<=50K,Private,Bachelors,Never-married,Prof-specialty
41,0,0,40,<=50K,Private,11th,Divorced,Handlers-cleaners
41,0,0,40,<=50K,Private,9th,Separated,Other-service
34,0,0,55,<=50K,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty
49,0,0,50,<=50K,Self-emp-not-inc,Assoc-acdm,Divorced,Sales
49,0,0,50,<=50K,Private,HS-grad,Separated,Sales
30,0,0,40,<=50K,Private,HS-grad,Never-married,Handlers-cleaners
28,0,0,40,<=50K,Private,Bachelors,Never-married,Sales
62,0,0,40,<=50K,State-gov,Bachelors,Married-civ-spouse,Exec-managerial
41,0,0,52,<=50K,Private,Some-college,Married-civ-spouse,Prof-specialty
20,0,0,40,<=50K,Private,Some-college,Never-married,Craft-repair
61,0,0,40,<=50K,Private,Preschool,Married-spouse-absent,Other-service
30,0,0,60,<=50K,Private,Bachelors,Never-married,Tech-support
29,0,0,55,<=50K,Federal-gov,Prof-school,Never-married,Prof-specialty
50,0,1590,45,<=50K,Private,Masters,Divorced,Sales
44,0,0,40,>50K,Federal-gov,HS-grad,Married-civ-spouse,Craft-repair
25,0,0,45,>50K,Private,Bachelors,Married-civ-spouse,Prof-specialty
62,0,0,40,<=50K,Private,Assoc-voc,Divorced,Sales
57,0,0,40,<=50K,Private,Some-college,Widowed,Machine-op-inspct
35,0,0,45,<=50K,Private,Bachelors,Never-married,Exec-managerial
26,0,0,40,<=50K,Private,Bachelors,Never-married,Sales
60,0,0,40,<=50K,Private,7th-8th,Married-civ-spouse,Machine-op-inspct
22,0,0,40,<=50K,Private,Some-college,Married-civ-spouse,Craft-repair
62,0,0,50,<=50K,Local-gov,Masters,Separated,Prof-specialty
26,0,0,40,<=50K,Private,HS-grad,Never-married,Craft-repair
26,0,0,20,<=50K,Private,Some-college,Never-married,Adm-clerical
44,7688,0,40,>50K,Private,Bachelors,Married-civ-spouse,Sales
32,0,0,40,<=50K,Private,Bachelors,Never-married,Exec-managerial
66,0,0,50,<=50K,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales
24,0,0,30,<=50K,Private,Preschool,Never-married,Machine-op-inspct
19,0,0,25,<=50K,Private,Some-college,Never-married,Other-service
54,0,0,50,>50K,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial
37,0,0,40,<=50K,Private,HS-grad,Never-married,Machine-op-inspct
38,0,0,50,>50K,Private,Bachelors,Married-civ-spouse,Exec-managerial
37,0,0,50,<=50K,Self-emp-not-inc,Bachelors,Married-civ-spouse,Transport-moving
22,0,0,35,<=50K,Private,Some-college,Never-married,Prof-specialty
34,0,0,25,<=50K,Private,Some-college,Married-civ-spouse,Sales
35,0,0,15,<=50K,Self-emp-not-inc,HS-grad,Divorced,Craft-repair
42,0,0,40,<=50K,Federal-gov,Masters,Married-civ-spouse,Prof-specialty
47,0,0,40,>50K,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial
29,0,0,80,<=50K,Self-emp-inc,Bachelors,Divorced,Prof-specialty
34,0,0,40,<=50K,Private,HS-grad,Never-married,Tech-support
38,0,0,70,>50K,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty
62,0,0,40,<=50K,Self-emp-inc,HS-grad,Divorced,Exec-managerial
35,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair
37,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Adm-clerical
47,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Farming-fishing
37,0,0,40,<=50K,Private,Some-college,Married-civ-spouse,Craft-repair
22,0,0,30,<=50K,Private,Assoc-voc,Never-married,Priv-house-serv
60,0,0,40,>50K,Self-emp-inc,11th,Married-civ-spouse,Transport-moving
31,0,0,40,<=50K,Private,Some-college,Married-civ-spouse,Craft-repair
74,1797,0,30,<=50K,Private,10th,Married-civ-spouse,Prof-specialty
63,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair
30,0,0,40,<=50K,Private,11th,Married-civ-spouse,Machine-op-inspct
44,0,0,30,<=50K,Private,HS-grad,Married-civ-spouse,Prof-specialty
40,15024,0,40,>50K,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty
35,0,0,60,<=50K,Self-emp-not-inc,Some-college,Married-civ-spouse,Other-service
50,0,0,40,<=50K,Local-gov,Some-college,Married-civ-spouse,Craft-repair
18,0,0,10,<=50K,Private,Some-college,Never-married,Sales
33,0,0,40,<=50K,Private,Assoc-voc,Married-civ-spouse,Protective-serv
59,0,0,70,<=50K,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing
17,0,0,20,<=50K,Private,11th,Never-married,Other-service
47,0,0,40,>50K,Private,HS-grad,Married-civ-spouse,Transport-moving
51,0,0,50,<=50K,Private,Some-college,Divorced,Prof-specialty
26,0,0,40,<=50K,Private,Bachelors,Never-married,Prof-specialty
32,0,0,40,>50K,Local-gov,Some-college,Married-civ-spouse,Protective-serv
55,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair
36,0,0,40,<=50K,State-gov,Some-college,Never-married,Tech-support
54,0,0,40,>50K,Private,HS-grad,Married-civ-spouse,Adm-clerical
19,0,1602,30,<=50K,Private,HS-grad,Never-married,Prof-specialty
32,0,0,45,>50K,Private,Masters,Never-married,Exec-managerial
52,0,0,40,>50K,Local-gov,Doctorate,Married-civ-spouse,Exec-managerial
39,0,0,28,<=50K,Private,HS-grad,Married-spouse-absent,Sales
39,0,0,45,<=50K,Federal-gov,HS-grad,Never-married,Exec-managerial
59,0,0,50,>50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial
55,0,0,40,<=50K,Federal-gov,Bachelors,Divorced,Prof-specialty
54,0,0,60,>50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving
31,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Other-service
19,0,0,25,<=50K,Private,11th,Never-married,Prof-specialty
30,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Adm-clerical
47,0,0,40,<=50K,Federal-gov,Bachelors,Married-spouse-absent,Exec-managerial
31,0,0,40,<=50K,Private,Assoc-acdm,Divorced,Exec-managerial
32,0,0,47,<=50K,Self-emp-not-inc,Bachelors,Divorced,Craft-repair
33,0,0,40,<=50K,Private,Assoc-voc,Never-married,Machine-op-inspct
31,0,0,40,<=50K,Private,HS-grad,Divorced,Craft-repair
32,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct
46,0,0,35,<=50K,Private,HS-grad,Married-spouse-absent,Other-service
29,0,0,20,<=50K,Private,HS-grad,Married-spouse-absent,Other-service
41,0,0,40,<=50K,State-gov,HS-grad,Married-civ-spouse,Transport-moving
39,0,0,60,>50K,Private,HS-grad,Married-civ-spouse,Exec-managerial
34,0,0,20,>50K,Private,HS-grad,Married-civ-spouse,Adm-clerical
23,0,0,24,<=50K,Private,Bachelors,Never-married,Adm-clerical
53,0,0,65,>50K,Self-emp-inc,Masters,Married-civ-spouse,Sales
45,0,0,40,<=50K,Self-emp-not-inc,HS-grad,Married-spouse-absent,Craft-repair
34,0,0,10,>50K,Private,Bachelors,Married-civ-spouse,Prof-specialty
47,0,0,40,<=50K,Private,HS-grad,Divorced,Sales
24,0,0,60,<=50K,Private,7th-8th,Married-civ-spouse,Prof-specialty
42,4687,0,35,>50K,Private,Masters,Divorced,Tech-support
53,3137,0,40,<=50K,Private,Some-college,Married-civ-spouse,Machine-op-inspct
38,0,0,55,<=50K,Self-emp-inc,HS-grad,Divorced,Sales
26,0,0,70,<=50K,Private,HS-grad,Never-married,Transport-moving
18,0,0,20,<=50K,Private,11th,Never-married,Handlers-cleaners
43,0,0,40,<=50K,Private,10th,Separated,Other-service
26,0,0,32,<=50K,Private,Bachelors,Never-married,Adm-clerical
47,0,0,40,<=50K,Private,Bachelors,Divorced,Adm-clerical
26,0,0,65,>50K,Private,Assoc-voc,Married-civ-spouse,Craft-repair
21,2105,0,20,<=50K,Private,Some-college,Married-civ-spouse,Prof-specialty
32,0,1726,38,<=50K,State-gov,Some-college,Divorced,Protective-serv
48,7688,0,55,>50K,Self-emp-inc,Doctorate,Married-civ-spouse,Prof-specialty
39,15020,0,60,>50K,Private,Masters,Divorced,Exec-managerial
58,0,0,40,<=50K,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty
55,0,0,60,<=50K,Self-emp-not-inc,7th-8th,Never-married,Other-service
40,0,0,55,<=50K,Private,HS-grad,Never-married,Farming-fishing
33,0,0,40,<=50K,Private,HS-grad,Divorced,Craft-repair
74,0,0,25,>50K,Self-emp-not-inc,Doctorate,Married-spouse-absent,Prof-specialty
49,0,0,55,<=50K,Self-emp-not-inc,HS-grad,Widowed,Farming-fishing
56,0,0,65,>50K,Self-emp-not-inc,11th,Widowed,Other-service
29,14344,0,40,>50K,Private,Bachelors,Never-married,Prof-specialty
25,0,0,48,<=50K,Private,Assoc-acdm,Never-married,Machine-op-inspct
57,0,0,40,<=50K,Private,12th,Married-civ-spouse,Adm-clerical
29,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Prof-specialty
28,2354,0,40,<=50K,Private,HS-grad,Never-married,Craft-repair
59,0,0,40,>50K,Private,HS-grad,Married-civ-spouse,Craft-repair
30,27828,0,60,>50K,Private,Bachelors,Never-married,Exec-managerial
28,0,0,40,<=50K,Private,HS-grad,Never-married,Prof-specialty
19,0,0,20,<=50K,Private,Some-college,Never-married,Other-service
40,0,0,45,<=50K,Private,Some-college,Never-married,Sales
28,0,0,40,<=50K,Private,Some-college,Never-married,Adm-clerical
48,0,0,55,>50K,Private,Bachelors,Married-civ-spouse,Prof-specialty
20,0,0,10,<=50K,Private,Some-college,Never-married,Tech-support
58,99999,0,35,>50K,Private,Bachelors,Married-civ-spouse,Prof-specialty
19,0,0,30,<=50K,Private,Some-college,Never-married,Exec-managerial
75,0,0,8,<=50K,Private,HS-grad,Widowed,Prof-specialty
24,0,0,30,<=50K,Federal-gov,Bachelors,Never-married,Prof-specialty
31,0,0,45,<=50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct
28,0,0,35,<=50K,Self-emp-not-inc,HS-grad,Divorced,Craft-repair
41,0,0,45,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair
23,0,0,35,<=50K,Federal-gov,Some-college,Never-married,Sales
46,0,0,43,>50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct
33,0,0,40,<=50K,Private,12th,Never-married,Craft-repair
34,0,0,50,<=50K,Private,Some-college,Married-civ-spouse,Other-service
47,0,0,50,<=50K,Local-gov,Bachelors,Divorced,Prof-specialty
81,0,2377,26,>50K,Private,HS-grad,Married-civ-spouse,Exec-managerial
45,0,0,40,<=50K,Private,HS-grad,Widowed,Machine-op-inspct
35,0,0,40,<=50K,Private,HS-grad,Never-married,Machine-op-inspct
59,0,0,50,>50K,Self-emp-not-inc,Bachelors,Widowed,Prof-specialty
46,0,0,48,>50K,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial
39,0,0,35,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair
23,0,0,40,<=50K,Private,Some-college,Never-married,Machine-op-inspct
25,0,0,40,<=50K,Private,Assoc-acdm,Never-married,Adm-clerical
37,0,0,40,<=50K,Private,1st-4th,Never-married,Other-service
49,15024,0,50,>50K,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial
25,0,0,48,<=50K,Private,HS-grad,Married-civ-spouse,Sales
32,0,0,60,>50K,Private,Bachelors,Married-civ-spouse,Sales
34,0,0,40,<=50K,Local-gov,Some-college,Never-married,Craft-repair
40,0,0,40,>50K,Private,Bachelors,Married-civ-spouse,Exec-managerial
33,0,0,40,<=50K,Private,HS-grad,Divorced,Adm-clerical
78,0,0,20,<=50K,Private,7th-8th,Married-civ-spouse,Prof-specialty
31,0,0,43,>50K,Private,Bachelors,Married-civ-spouse,Tech-support
